,ticker,sectorKey,industryKey,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,dividendRate,dividendYield,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,marketCap,priceToSalesTrailing12Months,enterpriseValue,profitMargins,floatShares,sharesShort,sharesShortPriorMonth,heldPercentInsiders,heldPercentInstitutions,shortRatio,priceToBook,earningsQuarterlyGrowth,trailingEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,targetHighPrice,targetLowPrice,recommendationMean,numberOfAnalystOpinions,totalCash,ebitda,totalDebt,quickRatio,totalRevenue,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
215,ATI,industrials,metal-fabrication,7300.0,5.0,5.0,3.0,6.0,4.0,,,2.44,1.046,23.70566,19.570093,7818828288.0,1.8493845,9823584256.0,0.0908,122981450.0,2299286.0,5073545.0,0.011670001,1.0769,1.7,5.7696548,-0.094,2.65,1.44,2.324,18.041,84.0,67.0,1.9,9.0,425600000.0,544499968.0,2170800128.0,0.99,4227800064.0,147.885,0.05614,0.28613,210575008.0,305300000.0,-0.072,0.047,0.1976,0.12878999,0.12307
216,ATKR,industrials,electrical-equipment-parts,4816.0,5.0,2.0,1.0,2.0,1.0,1.28,0.0152,,2.135,6.0659184,7.380546,3102296576.0,0.94477224,3646150400.0,0.16465999,35429331.0,3964002.0,4663144.0,0.0092,1.13625,4.77,1.9866788,-0.387,14.26,-2.27,1.11,4.39,140.0,99.0,2.3,6.0,303656992.0,830500992.0,921030976.0,1.732,3283644928.0,58.983,0.15433,0.36486998,274171488.0,593843008.0,-0.351,-0.105,0.35424998,0.25292,0.20451
217,ATLC,financial-services,credit-services,386.0,8.0,10.0,9.0,3.0,9.0,,,,1.931,8.308788,5.959114,515769600.0,1.4238064,2403402240.0,0.28156,4701636.0,328973.0,369807.0,0.67835,0.14496,22.75,1.18927,-0.032,4.21,0.39,6.635,,45.0,31.0,2.0,5.0,350907008.0,,2098246016.0,13.193,362247008.0,367.271,0.03824,0.18865,,483968992.0,-0.035,0.015,0.70465,,0.31463
218,ATLO,financial-services,banks-regional,268.0,4.0,5.0,3.0,3.0,3.0,0.8,0.0463,4.8,0.545,16.339622,,155744384.0,3.0374331,211098640.0,0.18627001,8818888.0,80646.0,73723.0,0.017549999,0.26598,5.5,0.93228555,-0.146,1.06,,4.117,,,,,,70996000.0,,126710000.0,,51275000.0,,0.0044400003,0.05923,,13994000.0,-0.146,-0.02,,,0.22173001
219,ATNI,communication-services,telecom-services,2300.0,8.0,7.0,4.0,2.0,4.0,0.96,0.0299,1.88,0.575,,124.115395,487735232.0,0.641691,1279581568.0,-0.00885,9812966.0,122691.0,144635.0,0.33256,0.65135,1.89,0.9084767,10.738,-0.77,-159.6,1.683,7.052,45.0,30.0,1.3,3.0,59232000.0,181447008.0,677601984.0,0.788,760078016.0,95.157,0.01155,-0.0104600005,-8155000.0,109713000.0,,-0.017,0.56503,0.23872,0.0452
220,ATNM,healthcare,biotechnology,49.0,9.0,9.0,10.0,6.0,10.0,,,,0.143,,-2.2753625,48912408.0,603.8569,-33406368.0,,30368663.0,2268875.0,2134139.0,0.020399999,0.27438998,4.28,1.0940768,,-1.51,,-412.424,0.719,9.8,2.0,2.0,6.0,86037000.0,-46485000.0,1849000.0,8.844,81000.0,4.218,-0.30907,-0.87961996,-20060124.0,-33961000.0,,,1.0,,-576.65436
221,ATO,utilities,utilities-regulated-gas,5019.0,10.0,8.0,6.0,7.0,8.0,3.22,0.0233,2.44,0.672,20.38848,19.386236,21426808832.0,5.2325788,28385740800.0,0.2509,154610343.0,4878846.0,4476535.0,0.0029,0.94139,6.22,1.75868,0.201,6.77,2.75,6.932,14.25,155.0,122.22,2.5,8.0,948171008.0,1991972992.0,7876078080.0,1.36,4094885120.0,64.648,0.03579,0.090179995,-1562511872.0,1641298944.0,0.148,0.059,0.57717997,0.48645002,0.32149
222,ATOS,healthcare,biotechnology,12.0,,,,,,,,,1.204,,-5.185185,176059792.0,,99049528.0,,117921471.0,13180481.0,12863423.0,0.00058,0.27467,24.66,2.197802,,-0.21,,,-3.243,6.5,4.0,2.0,3.0,79526000.0,-30546000.0,,13.962,,,-0.19677,-0.28004998,-10238500.0,-18683000.0,,,,,
223,ATR,healthcare,medical-instruments-supplies,13000.0,3.0,1.0,1.0,5.0,2.0,1.8,0.0113,1.25,0.574,33.66751,26.775839,10594526208.0,2.9785106,11469212672.0,0.09002,65863946.0,507490.0,510110.0,0.00569,0.9209,2.26,4.4149837,0.089,4.74,3.08,3.224,15.49,174.0,135.0,1.9,5.0,223891008.0,740446016.0,1145488000.0,0.835,3556987904.0,47.526,0.06875,0.13914,305608512.0,628950016.0,0.081,0.016,0.36938,0.20817,0.14506
224,ATRA,healthcare,biotechnology,165.0,3.0,7.0,9.0,8.0,8.0,,,,0.502,,-0.8905359,44313548.0,0.710301,55943984.0,-2.90201,4068383.0,462959.0,378453.0,0.22151,0.51087004,2.36,,,-39.0,,0.897,-0.345,325.0,9.0,2.6,4.0,35292000.0,-162124992.0,52702000.0,0.254,62387000.0,,-0.57482,,-2966750.0,-142008992.0,,28.927,-2.01896,-2.5987,-0.62413
225,ATRC,healthcare,medical-instruments-supplies,1200.0,6.0,1.0,3.0,4.0,2.0,,,,1.438,,-43.580647,1315806464.0,3.0603497,1291711872.0,-0.093310006,47038868.0,3545801.0,3644616.0,0.03187,1.06326,6.25,2.8469076,,-0.86,-1.74,3.004,-73.732,60.0,26.0,1.7,8.0,114020000.0,-17519000.0,75316000.0,2.77,429952992.0,16.299,-0.0365,-0.086789995,-7116375.0,-8084000.0,,0.152,0.74844,-0.040749997,-0.06165
226,ATRI,healthcare,medical-instruments-supplies,712.0,10.0,8.0,5.0,4.0,6.0,8.8,0.0191,1.32,0.688,64.50491,,809436224.0,4.4571986,791852032.0,0.06915,1646120.0,44460.0,60133.0,0.23369,0.71863997,2.04,3.3886666,-0.939,7.13,,4.36,24.365,,,,,17586000.0,32499000.0,,2.517,181602000.0,,0.03961,0.05234,26296000.0,38755000.0,-0.939,0.113,0.33343,0.17896,0.01095
227,ATRO,industrials,aerospace-defense,2500.0,7.0,9.0,4.0,10.0,9.0,,,1.82,1.822,,18.509258,699038272.0,0.94286,897078592.0,-0.01572,29458109.0,355688.0,306741.0,0.021710001,0.73429,2.51,2.7123473,,-0.35,0.96,1.21,36.01,28.0,22.0,2.7,2.0,2857000.0,24912000.0,201843008.0,1.34,741401984.0,78.27,-0.00034000003,-0.04773,-15053375.0,-7022000.0,,0.136,0.18361999,0.0336,0.03496
228,ATSG,industrials,airlines,5095.0,5.0,6.0,2.0,2.0,3.0,,,,0.819,49.799995,13.833332,982461824.0,0.487791,2648986368.0,0.00904,50402757.0,3366274.0,3667037.0,0.22162001,0.81401,7.27,0.66595346,-0.805,0.3,35.32,1.315,5.699,25.0,15.0,2.0,4.0,28714000.0,464791008.0,1699208960.0,0.547,2014104064.0,115.956,0.01856,0.01212,-142172128.0,509025984.0,-0.769,-0.077,0.34574002,0.23076999,0.0619
229,ATUS,communication-services,telecom-services,10600.0,7.0,10.0,9.0,9.0,10.0,,,,1.533,,19.0,1137640064.0,0.12487128,26587973632.0,-0.0062300004,407808459.0,25950590.0,25410179.0,0.114479996,0.49398,6.86,,-0.804,-0.12,-79.0,2.918,7.688,10.0,1.0,3.1,17.0,398992992.0,3458309888.0,25456373760.0,0.329,9110502400.0,,0.03635,,349458368.0,1677165952.0,-0.824,-0.036,0.67519,0.3796,0.20201999
230,AUBN,financial-services,banks-regional,149.0,7.0,8.0,5.0,6.0,6.0,1.08,0.0495,3.71,0.551,118.11111,,74276064.0,3.3424563,-38336360.0,0.02736,2214411.0,8108.0,10348.0,0.34867,0.07653,1.27,0.987597,-0.101,0.18,,-1.725,,,,,,114499000.0,,,,22222000.0,,0.00059,0.00832,,10653000.0,-0.099,-0.039,,,0.28584
231,AUMN,basic-materials,other-precious-metals-mining,194.0,,,,,,,,,0.283,,-0.6429268,3963226.0,1.4093976,2616419.0,,14511227.0,729632.0,915534.0,0.03382,0.11449,5.33,,,-0.78,,0.93,-0.392,,,2.0,,1438000.0,-6682000.0,228000.0,0.377,2812000.0,,-0.44166002,-4.95476,346625.0,-10434000.0,,,-0.76778,-2.37624,-2.67105
232,AVA,utilities,utilities-diversified,,1.0,4.0,1.0,3.0,1.0,1.9,0.051,4.32,0.46,15.082661,14.498062,2943915520.0,1.5425495,5952582144.0,0.10123,77946631.0,2600163.0,2984357.0,0.00879,0.89519,5.56,1.1648656,0.307,2.48,2.52,3.119,10.561,50.0,36.0,2.8,4.0,14647000.0,563651968.0,3035514112.0,0.282,1908473984.0,120.112,0.024400001,0.07842,-137518368.0,494512992.0,0.261,0.058,0.57786,0.29534,0.13916
233,AVAV,industrials,aerospace-defense,1403.0,8.0,5.0,3.0,4.0,4.0,,,,0.498,99.200005,48.22222,5875874304.0,7.7944255,5786039808.0,0.07818,27653346.0,1383454.0,938444.0,0.01084,0.91793,4.41,6.8998413,-0.033,2.1,3.17,7.675,53.543,245.0,162.0,1.7,5.0,81162000.0,108064000.0,47302000.0,2.869,753856000.0,5.594,0.04822,0.083009996,38952624.0,60705000.0,-0.106,0.244,0.39761,0.14335,0.121549994
234,AVB,real-estate,reit-residential,2978.0,7.0,8.0,1.0,7.0,6.0,6.8,0.0311,3.39,0.985,37.042374,39.307556,31081523200.0,10.865583,39012995072.0,0.29413,141242846.0,3515460.0,1514264.0,0.00356,0.92961,4.56,2.6436434,-0.31,5.9,-3.33,13.638,22.125,255.0,194.0,2.5,18.0,545798976.0,1763314944.0,8525618176.0,0.542,2860548096.0,72.611,0.02786,0.07143,1177270656.0,1610345984.0,-0.311,0.05,0.64331,0.61643004,0.33433
235,AVD,basic-materials,agricultural-inputs,845.0,9.0,4.0,4.0,1.0,3.0,0.12,0.0231,0.66,0.877,,13.435897,151100112.0,0.25826916,366598784.0,-0.00601,25579481.0,686140.0,961977.0,0.092480004,0.82025003,2.25,0.42636287,,-0.13,16.45,0.627,8.31,14.0,11.0,2.0,2.0,17949000.0,44116000.0,234600992.0,1.04,585049024.0,66.417,0.01711,-0.00973,-6182625.0,-18598000.0,,-0.035,0.30408,0.07541,-0.01472
236,AVGO,technology,semiconductors,20000.0,5.0,2.0,10.0,3.0,9.0,2.12,0.0117,2.77,1.184,151.17886,30.18669,868494409728.0,18.551628,103659028480.0,0.108830005,405278880.0,55645166.0,50861543.0,0.0202,0.79194,1.97,3.1399333,1.727,1.23,1.88,2.214,4.515,240.0,156.21,1.8,31.0,11105000448.0,22958000128.0,40456998912.0,0.841,46814998528.0,166.032,0.077010006,0.12509,25984124928.0,19185999872.0,1.881,0.164,0.74713,0.49040002,0.31765
237,AVGR,healthcare,medical-instruments-supplies,71.0,,,,,,,,,1.17,,-0.7576271,1952218.0,0.2627834,-945431.0,-2.6085598,1884217.0,93168.0,68078.0,0.18303,0.03819,1.26,0.22095896,,-9.19,,-0.127,0.054,5.0,5.0,2.0,1.0,8806000.0,-17546000.0,5755000.0,1.082,7429000.0,74.229,-0.6522,-33.32588,-9954500.0,-15221000.0,,-0.095,0.19962,-2.36183,-2.2344298
238,AVNS,healthcare,medical-devices,3771.0,6.0,1.0,2.0,7.0,3.0,,,,0.906,149.73332,12.340658,1032014528.0,1.5123308,1153800960.0,0.01128,41802507.0,819463.0,730899.0,0.02854,0.9465,4.29,0.84363145,,0.15,2.58,1.691,9.729,27.0,24.0,2.7,2.0,92200000.0,118600000.0,218300000.0,1.034,682400000.0,17.864,0.0276,0.0057,163700000.0,61600000.0,,0.014,0.55818003,0.17379999,0.06814
239,AVNW,technology,communication-equipment,909.0,9.0,3.0,4.0,1.0,2.0,,,,1.794,26.01163,5.326191,283573312.0,0.6948913,264411536.0,0.02637,11442053.0,448821.0,484210.0,0.0849,0.77726996,3.29,1.103438,-0.774,0.86,0.65,0.648,7.252,57.0,35.0,2.0,6.0,64622000.0,36461000.0,52179000.0,1.47,408083008.0,20.392,0.04379,0.045339998,-13058125.0,30540000.0,-0.836,0.279,0.35466,0.08935001,0.052449998
240,AVRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,AVT,technology,electronics-computer-distribution,15462.0,1.0,1.0,1.0,2.0,1.0,1.26,0.0232,2.44,1.169,10.092081,8.670886,4828564480.0,0.20324697,7607834112.0,0.02099,87633134.0,4082483.0,3989685.0,0.0096700005,1.0400901,7.16,0.9907076,-0.468,5.43,1.14,0.32,7.617,64.0,45.0,3.0,6.0,310940992.0,998777024.0,3127218944.0,1.053,23757129728.0,63.49,0.04618,0.10307,535400256.0,689984000.0,-0.46,-0.151,0.116450004,0.04204,0.03431
242,AVTR,healthcare,medical-instruments-supplies,14500.0,4.0,3.0,4.0,1.0,2.0,,,,1.328,47.596157,20.625,16826040320.0,2.4651372,21687543808.0,0.05277,676835548.0,35213879.0,36386324.0,0.012510001,0.97692,9.3,3.0949106,,0.52,3.59,3.177,18.74,34.0,20.0,2.2,20.0,287500000.0,1157299968.0,5114999808.0,0.967,6825600000.0,94.112,0.03671,0.068959996,708612480.0,905000000.0,,-0.024,0.33710998,0.16955,0.103590004
243,AVXL,healthcare,biotechnology,40.0,3.0,4.0,8.0,1.0,4.0,,,,0.614,,-8.142858,435000960.0,,305572512.0,,82205862.0,19608469.0,19746435.0,0.030480001,0.31851,29.99,3.3507512,,-0.51,,,,46.0,15.0,2.0,4.0,138756000.0,,,11.951,,,-0.20433001,-0.30034,-19058068.0,-30003000.0,,,,,
244,AVY,consumer-cyclical,packaging-containers,35000.0,4.0,9.0,7.0,6.0,7.0,3.52,0.0164,1.59,0.894,27.70951,20.434122,17358309376.0,2.0194883,20241915904.0,0.073359996,79787940.0,1793429.0,1759134.0,0.00754,0.94254994,4.54,7.594589,0.761,7.78,1.74,2.355,14.514,275.0,207.0,2.2,11.0,245000000.0,1394599936.0,3218800128.0,0.537,8595399680.0,140.737,0.08376,0.29315,734687488.0,952000000.0,0.758,0.069,0.28814,0.16225,0.1292
245,AWI,industrials,building-products-equipment,3500.0,6.0,2.0,9.0,4.0,6.0,1.12,0.0084,1.03,1.135,24.732178,19.983013,5911968256.0,4.375994,6495304192.0,0.1792,43154248.0,453408.0,519309.0,0.014359999,1.04421,2.19,8.85489,0.095,5.47,2.39,4.808,17.859,150.0,121.0,2.4,8.0,75100000.0,363700000.0,711100032.0,1.076,1351000064.0,106.293,0.09476,0.39183998,171937504.0,223300000.0,0.119,0.122,0.39585,0.26920998,0.19966999
246,AWK,utilities,utilities-regulated-water,6500.0,8.0,1.0,3.0,3.0,2.0,3.06,0.0223,1.7,0.691,27.79796,23.93849,26542290944.0,6.089078,39863230464.0,0.21932,194485000.0,4449015.0,4058511.0,0.00123,0.93852997,5.66,2.614496,-0.011,4.9,3.48,9.145,17.168,164.0,124.0,2.7,11.0,124000000.0,2321999872.0,13214999552.0,0.478,4359000064.0,130.171,0.03259,0.09631,-1104875008.0,1887000064.0,-0.011,0.047,0.59830004,0.53269,0.39687002
247,AWR,utilities,utilities-regulated-water,815.0,7.0,1.0,1.0,5.0,2.0,1.86,0.0226,1.75,0.491,28.91259,24.906628,3097336064.0,5.458294,4032592384.0,0.18855,37085249.0,391163.0,428117.0,0.00826,0.7982,2.22,3.7162378,-0.173,2.86,6.28,7.106,18.127,88.0,87.0,2.3,2.0,3583000.0,222467008.0,943708992.0,0.467,567454976.0,113.226,0.04996,0.1347,-127588248.0,120434000.0,-0.181,-0.013,0.5949,0.39203998,0.33532003
248,AWRE,technology,software-application,73.0,,,,,,,,,0.797,,-15.307693,42155364.0,2.162146,19098380.0,-0.26490998,15167251.0,43315.0,53394.0,0.41312,0.22556,0.71,1.2888601,,-0.25,,0.98,-4.902,,,2.0,,27422000.0,-3896000.0,4365000.0,4.993,19497000.0,13.389,-0.06126,-0.14961,2037625.0,2443000.0,,0.357,0.93865997,-0.19983,-0.31027
249,AX,financial-services,banks-regional,1781.0,9.0,6.0,8.0,8.0,8.0,,,,1.4,7.9608355,8.399448,3473310976.0,3.2792082,2001793024.0,0.42486,51158748.0,5146226.0,4970837.0,0.09748,0.8756,10.46,1.5146548,0.201,7.66,0.87,1.89,,84.0,72.0,2.2,6.0,2087128064.0,,658728000.0,,1059192000.0,,0.02083,0.21389,,449827008.0,0.233,0.242,,,0.53108
250,AXDX,healthcare,medical-devices,134.0,10.0,3.0,8.0,2.0,6.0,,,,0.615,,-1.0701754,43333304.0,3.5423284,78128416.0,,12262368.0,468347.0,551138.0,0.40605,0.18035,7.14,,,-1.35,-0.03,6.387,-1.916,1.5,1.5,1.0,1.0,9746000.0,-40770000.0,42410000.0,0.897,12233000.0,,-0.75851,,-54674248.0,-32043000.0,,0.022,0.17485,,-2.8821201
251,AXGN,healthcare,medical-devices,426.0,5.0,3.0,7.0,1.0,3.0,,,,1.127,,80.7647,601783104.0,3.4688504,646877568.0,-0.09533,35673513.0,1628979.0,1802008.0,0.05572,0.76138,4.1,6.2895093,,-0.39,,3.729,-106.922,20.0,12.0,1.7,7.0,21133000.0,-6050000.0,71487000.0,1.977,173482000.0,74.709,-0.04009,-0.17152001,-9076125.0,-6686000.0,,0.256,0.79371,-0.03487,-0.0089300005
252,AXL,consumer-cyclical,auto-parts,19000.0,6.0,5.0,2.0,4.0,3.0,,,5.48,1.941,600.0,11.111111,705486016.0,0.112803765,3024434432.0,0.00035,114194694.0,4028881.0,3982376.0,0.03987,0.94986,2.77,1.1574074,1.275,0.01,0.14,0.484,4.226,10.0,6.0,2.9,7.0,519900000.0,715600000.0,2841200128.0,1.16,6254099968.0,466.076,0.02725,0.0035100002,336762496.0,391800000.0,1.204,0.039,0.11213,0.114420004,0.05612
253,AXNX,healthcare,medical-devices,797.0,10.0,3.0,3.0,4.0,5.0,,,,0.821,,81.80232,3596158208.0,8.796671,3249926144.0,-0.00419,50456594.0,3440871.0,3288608.0,0.01271,0.85976,12.84,5.5789056,,-0.02,3.77,7.95,438.054,,,2.9,,343411008.0,7419000.0,32453000.0,7.007,408808992.0,5.045,-0.00457,-0.00275,24389750.0,25716000.0,,0.233,0.75894,0.01815,0.05528
254,AXP,financial-services,credit-services,74600.0,2.0,7.0,1.0,6.0,3.0,2.8,0.0104,1.29,1.213,20.258955,18.182854,192991281152.0,3.3213086,191893438464.0,0.16927,557731519.0,9321407.0,9421681.0,0.21439,0.65257,3.63,6.5431805,0.387,13.4,1.31,3.302,,325.0,210.0,2.7,25.0,52605001728.0,,53184999424.0,1.654,58106998784.0,180.044,0.038039997,0.34977,,25097000960.0,0.436,0.087,0.55833,,0.21082
255,AXR,real-estate,real-estate-development,42.0,,,,,,,,,0.894,16.809658,,156429200.0,2.599744,114511240.0,0.15635,2994746.0,21571.0,18051.0,0.44903,0.38129002,2.34,1.272692,2.019,1.76,,1.903,10.667,,,,,40350000.0,10735000.0,34000.0,8.406,60171000.0,0.028,0.054169998,0.08023,9838875.0,19578000.0,2.04,0.855,0.2908,0.17841,0.26148
256,AXS,financial-services,insurance-specialty,2048.0,3.0,1.0,1.0,3.0,1.0,1.76,0.022,3.15,0.9,11.081155,7.079086,6781621248.0,1.171192,7660231680.0,0.11276,76834554.0,1166507.0,1275450.0,0.00509,0.95369005,2.5,1.3272265,0.407,7.27,0.37,1.323,10.591,118.0,74.0,2.2,7.0,1150002944.0,723244992.0,1516492032.0,0.215,5790358016.0,26.796,0.013250001,0.12227,844992512.0,1520483968.0,0.437,0.048,0.22846001,0.124910004,0.18494
257,AXSM,healthcare,biotechnology,589.0,8.0,8.0,8.0,8.0,8.0,,,,1.252,,-41.77,4009936640.0,13.756735,3947520512.0,-1.05854,35773593.0,7671607.0,7665579.0,0.1684,0.86021006,18.63,38.819702,,-6.58,-0.08,13.543,-15.103,180.0,71.0,1.6,16.0,315656992.0,-261380992.0,191800000.0,2.337,291488992.0,186.482,-0.2823,-1.61691,-77132496.0,-167487008.0,,0.867,0.90304,-0.89671,-0.87059
258,AXTA,basic-materials,specialty-chemicals,12000.0,6.0,1.0,2.0,1.0,1.0,,,,1.443,27.325926,15.631356,8090161152.0,1.5406603,10718942208.0,0.05683,218261033.0,5710809.0,5674576.0,0.00389,1.01492,3.82,4.5627704,0.836,1.35,0.89,2.041,10.695,45.0,35.0,2.1,18.0,840000000.0,1002200000.0,3608000000.0,1.551,5251100160.0,198.46,0.0633,0.17023,536812512.0,644300032.0,0.886,0.044,0.32898,0.19086,0.15174
259,AXTI,technology,semiconductor-equipment-materials,1456.0,8.0,6.0,6.0,5.0,6.0,,,,2.226,,27.777777,111205504.0,1.2578955,206700464.0,-0.14754,40458057.0,844891.0,967197.0,0.06892,0.50663,4.18,0.5524862,,-0.31,-0.9,2.338,-31.318,6.0,5.0,1.8,5.0,29483000.0,-6600000.0,59978000.0,0.759,88406000.0,22.796,-0.02789,-0.04994,-14246875.0,-7326000.0,,0.502,0.22893,-0.07466,-0.06751
260,AYI,industrials,electrical-equipment-parts,12000.0,1.0,3.0,2.0,1.0,1.0,0.6,0.002,0.34,1.408,22.698662,16.901386,9385601024.0,2.4435306,9061614592.0,0.11002,30699608.0,1325718.0,1320339.0,0.00196,1.00414,7.44,3.951633,0.434,13.44,1.43,2.359,14.062,370.0,266.76,2.8,7.0,845800000.0,644400000.0,496200000.0,2.048,3840999936.0,20.859,0.09575,0.19233999,503312512.0,619200000.0,0.434,0.022,0.46386,0.16777,0.15209
261,AZO,consumer-cyclical,specialty-retail,,1.0,8.0,9.0,4.0,6.0,,,,0.707,21.050896,17.873537,53275095040.0,2.8812506,64192356352.0,0.14399,16873529.0,436222.0,457532.0,0.00279,0.96676004,4.43,,0.043,149.52,1.83,3.472,14.97,3575.0,3024.0,1.9,20.0,298172000.0,4287929088.0,11984555008.0,0.034,18490267648.0,,0.14281,,,,0.117,0.09,0.53093,0.2319,0.20896
262,AZPN,technology,software-application,1187.0,6.0,7.0,7.0,2.0,5.0,2.1,0.0099,,0.754,,30.621586,14895169536.0,13.211004,14865515520.0,-0.008669999,26718089.0,1466400.0,1346797.0,0.58035,0.48339,6.77,1.1624624,0.636,-0.14,2.43,13.185,36.667,265.0,217.0,2.3,7.0,236970000.0,405416000.0,145315008.0,2.258,1127481984.0,1.134,-0.0038299998,-0.00075,390546368.0,339886016.0,0.682,0.069,0.66068,0.35958,0.12002
263,AZZ,industrials,specialty-business-services,3873.0,4.0,2.0,1.0,3.0,2.0,0.68,0.0084,1.49,1.231,74.13637,14.640934,2431519232.0,1.5587422,3347592448.0,0.07224,29142112.0,767662.0,786796.0,0.02023,0.93816,4.56,2.5137167,0.388,1.1,1.67,2.146,10.71,105.0,90.0,2.1,7.0,10546000.0,312575008.0,953158976.0,1.186,1559923968.0,98.545,0.06511,0.12258001,142098496.0,269519008.0,,0.057,0.23662001,0.20038,0.1688
264,B,industrials,specialty-industrial-machinery,6500.0,6.0,1.0,7.0,4.0,4.0,0.64,0.0138,1.6,1.375,,22.258375,2365002496.0,1.4879844,3464598784.0,-0.03737,45638310.0,1408368.0,1276817.0,0.091850005,0.94249,5.59,1.8499225,,-1.17,2.87,2.18,10.439,48.69,47.5,2.4,4.0,65909000.0,331894016.0,1168864000.0,1.242,1589400064.0,91.568,0.04729,-0.04476,81130624.0,72998000.0,,0.128,0.30596,0.20882,0.126
265,BA,industrials,aerospace-defense,171000.0,8.0,3.0,10.0,5.0,9.0,,,2.48,1.569,,42.197742,92051390464.0,1.2514293,140611256320.0,-0.04678,582832521.0,12610981.0,13557806.0,0.00132,0.67544997,1.92,,,-5.64,-0.11,1.912,106.363,275.0,110.0,2.3,25.0,12600000512.0,1322000000.0,57927000064.0,0.264,73557000192.0,,-0.00229,,-3489499904.0,-3881999872.0,,-0.146,0.10463,0.017970001,-0.05698
266,BAC,financial-services,banks-diversified,212000.0,4.0,5.0,6.0,1.0,2.0,1.04,0.025999999,2.44,1.338,14.096492,11.098066,311741120512.0,3.2899354,247149920256.0,0.25874,7732729275.0,69937342.0,62670171.0,0.10455,0.60687,1.84,1.1683533,-0.069,2.85,1.25,2.608,,52.0,39.0,2.2,21.0,850838028288.0,,761600016384.0,,94756003840.0,,0.0076800003,0.08495,,47053000704.0,-0.057,-0.008,,,0.31673
267,BAH,industrials,consulting-services,35100.0,4.0,3.0,2.0,3.0,2.0,2.04,0.0126,1.55,0.593,34.89201,23.968843,20870805504.0,1.9061477,24178053120.0,0.05567,126879559.0,2091979.0,2423720.0,0.01535,0.93114996,3.66,19.278044,0.024,4.63,2.24,2.208,20.274,185.0,142.0,2.3,9.0,305952992.0,1192567040.0,3632613888.0,1.49,10949207040.0,335.13,0.09595,0.58025,282558496.0,382497984.0,0.04,0.108,0.22781,0.10892,0.086739995
268,BANC,financial-services,banks-regional,2065.0,6.0,2.0,7.0,5.0,5.0,0.4,0.028900001,2.0,,,10.8953495,2374255104.0,6.2581844,2666290176.0,-1.17325,141276481.0,12740026.0,13351457.0,0.0116799995,1.0121399,7.94,0.81275666,,-4.25,2.43,7.028,,18.0,14.0,2.2,10.0,2699467008.0,,2532678912.0,,379384000.0,,-0.0121,-0.14984,,62338000.0,,3.434,,,0.26946
269,BAND,technology,software-infrastructure,1100.0,2.0,10.0,10.0,10.0,10.0,,,,1.507,,11.357615,468169280.0,0.70716804,941274880.0,-0.03209,24086824.0,896986.0,1041306.0,0.04717,0.76439005,4.41,1.5189087,,-0.82,0.52,1.422,80.713,40.0,16.0,2.5,6.0,76443000.0,11662000.0,544635008.0,1.036,662033984.0,177.148,-0.02102,-0.070879996,72103872.0,69170000.0,,0.19,0.38119,0.01762,-0.03499
270,BANF,financial-services,banks-regional,2109.0,5.0,7.0,7.0,1.0,4.0,1.84,0.0179,2.06,1.036,17.43072,17.817406,3447837696.0,5.8030825,986873024.0,0.33813,22032031.0,442209.0,403498.0,0.30886,0.53881,5.32,2.279595,-0.079,5.99,2.36,1.661,,106.0,100.0,3.0,3.0,2509633024.0,,103813000.0,,594139008.0,,0.01623,0.14082,,270340000.0,-0.079,-0.004,,,0.46067002
271,BANR,financial-services,banks-regional,1966.0,4.0,2.0,1.0,4.0,2.0,1.92,0.0325,3.49,1.032,12.513514,12.258656,2073924608.0,3.4929726,2569759232.0,0.2793,33768939.0,792591.0,737771.0,0.01636,0.90239996,5.51,1.22659,0.005,4.81,1.86,4.328,,67.0,60.0,2.3,6.0,274464000.0,,808198016.0,,593742016.0,,0.01056,0.10258,,269398016.0,,0.022,,,0.36049
272,BATRA,communication-services,entertainment,1240.0,,,,,,,,,0.937,,-91.152176,2484197376.0,3.7666292,3193644288.0,-0.09184,46521268.0,178936.0,239419.0,0.02767,0.7601,7.69,5.0682945,,-0.98,-2.4,4.842,138.559,60.0,58.0,2.0,2.0,121239000.0,23049000.0,702486016.0,0.464,659528000.0,133.879,-0.01674,-0.16225,-19204250.0,22486000.0,,0.047,0.22713,0.03495,0.088149995
273,BATRK,communication-services,entertainment,1240.0,8.0,9.0,8.0,10.0,10.0,,,,0.937,,-87.844444,2488496384.0,3.7731473,3040572928.0,-0.09184,46521268.0,1625251.0,1383919.0,0.110249996,0.82555,6.93,4.778194,,-0.98,,4.61,131.918,58.0,44.0,2.3,3.0,121239000.0,23049000.0,702486016.0,0.464,659528000.0,133.879,-0.01674,-0.16225,-19204250.0,22486000.0,,0.047,0.22713,0.03495,0.088149995
